Age,Dependents,Education,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Interest_Rate,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status,Gender_Male,Marital_Status_Married,Marital_Status_Single,Employment_Status_Self-Employed,Employment_Status_Unemployed,Occupation_Type_Freelancer,Occupation_Type_Professional,Occupation_Type_Salaried,Residential_Status_Own,Residential_Status_Rent,Loan_Purpose_Home,Loan_Purpose_Personal,Loan_Purpose_Vehicle,Loan_Type_Unsecured
37,0,2,2,109604,4964,790,1,30923,22511,1,28896,166,11.75,0,7,10,0.94,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
29,0,2,1,141800,549,730,1,7969,17611,0,26655,102,4.56,1,9,13,0.37,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0
44,0,1,1,132947,1901,778,0,30199,6246,1,22161,226,9.03,1,8,21,0.28,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1
67,3,0,1,60527,1871,455,2,48014,18135,0,20156,178,4.29,0,0,24,0.43,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
47,3,1,2,99586,4861,818,2,9880,17421,0,24381,239,11.45,1,9,13,0.33,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0
32,0,1,2,97790,4403,751,1,27157,15889,0,28962,195,5.14,0,6,6,0.17,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
64,3,0,2,45215,3138,320,1,30013,14553,0,12498,121,6.56,0,5,22,0.96,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
33,3,2,1,66203,4781,311,1,48743,5450,0,9362,145,14.02,1,4,26,0.62,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
58,3,1,1,63084,680,580,0,22851,27670,0,6391,168,9.26,1,6,29,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
65,2,2,2,61232,1619,567,1,15365,15701,0,13480,154,4.62,1,7,21,0.92,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
30,1,1,1,73225,3362,824,1,2101,23427,0,21817,118,5.47,1,9,13,0.15,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1
35,3,2,0,91106,4889,839,1,38179,3711,0,23029,62,9.79,0,8,26,0.31,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
37,1,1,1,128148,3059,775,0,22812,22469,0,36338,69,3.88,0,8,5,0.22,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
26,1,1,1,144618,2134,710,0,41817,23270,0,23194,30,10.39,0,9,25,0.11,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
41,2,0,2,102251,2443,819,1,10592,25956,0,29033,53,9.02,0,4,23,0.41,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
26,0,1,2,140079,2845,820,2,14627,24907,0,24786,23,13.99,0,7,15,0.66,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
30,0,0,1,42841,1577,580,1,15826,7509,0,12820,113,13.23,1,6,7,0.55,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
43,1,0,2,75565,4608,780,2,33974,4691,0,20459,15,12.49,0,0,11,0.86,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
25,3,0,2,126548,3275,770,0,46350,21805,0,22653,228,6.49,1,4,13,0.08,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1
29,1,2,0,94132,1061,841,1,20094,20607,0,24400,175,5.14,0,4,9,0.37,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1
47,0,1,2,144656,4533,788,2,44139,23423,0,37203,109,12.43,1,6,15,0.21,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1
49,3,0,2,64745,2377,703,0,31888,26242,0,20000,97,8.12,1,5,10,0.79,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
65,2,1,2,37319,4935,420,0,15090,22606,1,14501,32,7.06,1,5,9,0.37,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
30,1,0,1,111362,3939,818,0,36507,27839,0,21758,175,7.73,0,0,25,0.71,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
38,2,0,1,80154,1320,705,2,22303,20103,0,22514,222,11.27,1,1,18,0.89,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
32,1,1,1,54452,4343,727,0,11841,10185,0,20000,24,9.26,0,8,20,0.42,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
35,2,1,2,38085,986,517,2,27960,11808,0,12594,93,4.45,0,9,5,0.29,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
29,2,2,1,104595,2477,780,1,34828,18800,0,22278,22,10.98,1,9,17,0.21,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1
35,1,0,1,94938,2455,827,1,24349,27025,1,23281,14,14.98,1,1,6,0.67,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
37,3,0,0,135281,2769,763,0,705,23340,1,36423,150,14.29,0,4,10,0.27,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1
33,3,0,1,129028,2519,787,0,15569,4526,0,38095,120,9.95,1,8,5,0.96,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
64,0,1,2,24781,618,504,0,14710,7424,0,9451,154,11.74,1,8,29,0.19,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
62,1,0,2,25225,4344,334,0,49773,25020,0,9228,127,12.9,1,1,11,0.02,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
47,1,0,2,145638,1043,849,1,5962,16004,1,22684,106,13.27,0,8,24,0.7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
40,1,1,1,54705,1481,313,2,39837,9023,1,8130,82,6.41,1,8,16,0.41,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
52,0,1,2,55022,1541,461,1,46847,9706,1,21265,114,6.27,0,0,15,0.44,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
20,3,0,2,43548,3642,431,0,8084,677,0,11869,196,10.89,0,2,7,0.67,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
64,3,0,1,57348,2611,534,2,48547,8823,0,15826,76,5.12,1,1,21,0.55,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
42,1,0,1,94430,2806,760,0,48287,14014,0,26541,126,14.81,0,7,26,0.61,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
49,3,2,0,111634,4063,759,2,21787,20730,0,25906,157,4.71,0,5,14,0.11,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
44,2,1,2,78162,3292,749,1,47326,17773,1,20467,190,13.44,1,7,23,0.63,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
26,0,0,2,29514,735,305,0,16547,16684,0,7004,139,12.0,1,9,11,0.35,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1
40,3,0,2,63330,3502,805,2,36868,4020,1,20000,85,10.24,0,0,8,0.19,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1
37,0,0,2,61643,1094,588,1,49789,7733,0,12594,95,4.79,1,6,15,0.77,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
41,1,0,1,28002,2611,367,1,24287,18447,0,5539,15,9.36,1,9,22,0.79,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
41,3,0,2,108631,4947,767,1,16582,26825,0,29109,129,7.07,1,6,15,0.07,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
62,3,2,2,50156,3513,579,0,36000,12816,0,13209,190,4.91,0,7,23,0.64,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
36,2,0,2,82795,854,824,1,17387,15321,0,20951,23,11.97,1,5,26,0.25,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1
25,2,0,2,73391,1751,812,0,1275,25489,0,21365,195,14.06,0,2,27,0.76,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
23,3,0,2,49879,2838,422,0,18565,8181,1,16374,150,6.11,0,8,15,0.2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
30,3,0,1,118377,1912,725,0,43705,11561,0,23925,67,8.73,1,7,16,0.81,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
65,3,0,0,25886,1708,534,2,18848,3678,1,5272,131,13.46,0,3,24,0.35,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
40,2,1,0,21061,1189,499,2,22383,1211,0,5375,156,14.97,0,4,5,0.89,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
38,2,1,2,135955,4902,710,0,43997,11403,0,26166,215,5.99,0,3,14,0.54,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
31,3,1,2,68187,3732,762,0,12937,7101,0,20420,104,5.17,1,7,22,0.59,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
27,2,1,1,127222,1666,803,2,20455,21606,0,33297,126,11.85,1,9,24,0.48,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
49,2,0,2,119459,3589,742,1,9764,17381,0,20261,67,10.22,1,5,16,0.94,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
42,1,0,1,68200,3441,420,0,6345,3230,0,16183,129,14.28,0,7,26,0.44,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
27,3,0,0,142363,2681,849,0,26533,9851,1,32434,54,5.52,1,6,11,0.52,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
39,0,1,2,146493,4282,738,2,5213,17694,0,32530,232,8.77,1,9,17,0.42,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1
31,1,2,2,54690,4220,703,2,444,28436,0,20000,172,11.67,1,8,22,0.05,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
28,1,0,0,142885,2892,738,0,16811,21696,0,28007,185,5.37,0,6,25,0.86,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
55,1,2,1,58776,4715,555,1,47575,4698,0,11281,63,8.4,1,2,26,0.74,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
37,0,1,1,96967,2831,740,2,22319,21084,1,24213,145,10.2,0,3,10,0.32,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
38,2,1,2,56699,3200,575,0,28662,14203,1,13562,111,13.36,1,1,19,0.81,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
46,1,1,2,127047,4983,723,0,24528,2562,0,24525,160,9.23,0,3,12,0.71,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
47,3,2,2,21492,3546,400,2,22816,14947,0,6359,109,7.35,0,4,15,0.99,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
31,1,0,2,102860,546,783,0,42006,15961,0,23803,208,8.92,0,1,15,0.82,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
37,0,0,1,144967,4257,790,0,35780,24885,0,29044,52,10.61,0,4,14,0.07,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
67,0,1,0,43188,2092,324,2,24591,7597,1,6379,106,5.84,1,8,13,0.85,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
35,2,0,0,52796,2660,768,2,31862,13570,0,20000,83,10.46,0,7,21,0.3,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1
24,1,2,2,52493,4844,598,1,5510,2459,1,6124,225,4.8,0,3,28,0.07,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
47,0,1,1,127936,1928,779,2,46699,20823,0,35354,198,14.99,0,7,11,0.35,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1
36,0,1,2,52913,2263,753,0,31398,21249,0,20000,136,4.91,1,0,20,0.58,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
31,0,0,1,99931,1693,841,2,8329,23015,0,27865,55,14.82,1,8,26,0.37,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
27,3,0,0,21145,3002,548,1,12956,128,0,7775,128,4.4,1,4,8,0.34,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
38,1,0,1,133511,2554,715,2,19694,16934,0,34276,51,14.12,1,0,6,0.18,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
29,2,2,1,104865,1711,827,2,2074,26562,1,20344,50,8.9,1,2,23,0.02,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
43,2,1,2,114536,4718,770,2,38439,5494,0,28860,142,7.71,0,3,24,0.77,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
29,1,1,2,89788,4975,700,2,37332,29977,1,21551,67,8.44,1,9,11,0.74,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1
25,1,0,0,149016,3122,802,0,18713,3108,0,32252,217,6.95,1,7,26,0.11,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
31,3,0,1,62001,971,422,2,7738,6212,0,9258,35,7.88,0,2,21,0.47,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
20,3,0,2,22410,4639,424,1,37537,21536,0,5810,165,4.55,1,3,18,0.66,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
24,1,0,2,66859,3753,446,1,43403,21097,0,24136,74,11.29,0,9,18,0.48,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1
47,1,2,0,39367,1684,459,0,11446,2858,0,8465,70,7.41,0,7,19,0.42,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
28,3,1,0,104180,1720,798,0,12946,25331,0,27834,125,9.68,0,5,19,0.65,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
55,1,2,2,57006,2207,363,1,44201,6507,0,9804,221,7.83,1,8,19,0.74,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
46,3,0,1,146598,1770,715,0,45812,23084,0,42219,174,11.39,0,7,5,0.05,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
35,1,0,2,66458,560,734,0,2489,20352,0,20000,90,11.63,0,6,18,0.08,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
35,0,1,1,120618,3994,708,1,43971,21640,0,29945,105,13.1,1,0,13,0.7,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1
28,1,0,2,96659,4472,761,1,13809,12609,0,26974,87,3.51,0,5,25,0.87,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
33,0,0,2,59400,1900,458,1,33194,25626,0,11617,133,4.76,0,8,14,0.91,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
41,1,1,2,56999,3013,706,2,44109,26195,0,20000,159,11.69,1,5,20,0.66,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
43,1,0,0,74179,980,826,0,16316,4893,1,21592,202,14.32,0,1,25,0.27,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
27,0,2,2,79931,2028,824,1,42093,10173,0,22160,12,12.12,1,4,26,0.92,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
55,3,2,1,33477,1533,386,2,44777,21488,0,12230,89,6.16,1,1,26,0.03,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1
48,1,0,2,65252,2054,835,2,38636,26170,0,20000,212,4.52,1,1,17,0.84,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
40,3,1,2,114679,2313,700,0,20133,28595,0,26696,180,13.25,0,2,11,0.48,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
37,0,1,2,50453,3768,797,2,12166,698,0,20000,223,14.61,0,3,26,0.6,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1
19,3,1,1,37733,4043,563,0,29804,28337,0,11651,222,8.23,1,1,7,0.19,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
46,1,1,2,65028,3869,723,2,14544,1553,0,20000,29,4.15,0,9,8,0.1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0
31,2,2,2,108714,4477,765,2,47581,3295,0,20326,120,11.66,0,6,18,0.48,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
43,2,1,2,72965,513,784,2,41150,21813,0,21854,27,14.42,1,3,13,0.39,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
25,0,1,2,55934,2803,712,2,39805,14004,0,20000,51,7.08,0,5,6,0.53,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
26,0,1,2,107528,3751,827,2,46641,18366,0,29065,168,13.12,0,3,21,0.52,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45,3,1,2,68416,3762,803,2,7246,6426,1,20141,13,10.17,0,7,8,0.63,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
66,0,0,1,30539,3357,399,0,47389,7683,0,12081,107,10.97,0,2,15,0.82,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
44,0,2,2,69218,2536,809,1,32814,5391,0,20343,225,12.84,1,7,20,0.28,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
39,1,0,2,110912,1914,790,1,23164,17790,0,20102,30,8.4,1,1,25,0.41,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1
18,3,1,2,52065,4077,518,1,24850,6618,0,8654,215,11.35,0,8,22,0.19,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1
30,2,1,2,66000,3005,771,1,3117,13890,1,20000,66,4.43,0,7,6,0.2,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
36,3,0,2,78057,3646,700,2,31391,22452,0,21374,66,5.08,0,6,13,0.36,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
48,2,0,1,120833,2926,838,1,7397,20731,0,23518,88,11.66,0,7,11,0.07,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
41,1,0,2,123810,2687,767,2,27049,24097,1,33453,66,11.67,1,2,24,0.32,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
57,1,1,2,67455,3424,452,0,13678,10909,1,16384,211,13.44,1,4,20,0.16,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
48,0,1,1,123269,1328,823,0,24211,29390,1,36437,125,8.46,0,0,7,0.32,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1
67,3,1,2,20033,2665,394,1,7047,29427,0,5189,161,14.19,1,3,23,0.77,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
43,3,0,2,109665,4243,739,1,1091,20730,0,31845,47,8.05,0,7,18,0.07,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
46,1,0,2,136884,4655,723,2,29609,21555,0,39270,190,8.65,1,5,14,0.94,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
39,3,0,2,74953,2962,718,1,49556,29211,0,20773,74,7.13,1,8,7,0.65,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,0,1,1,141811,4248,749,0,4008,8565,0,39082,159,14.78,0,8,20,0.9,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1
37,0,2,1,146111,1286,774,0,43890,546,0,37133,174,5.94,0,4,25,0.96,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
38,2,2,0,28525,1910,525,0,35086,29431,0,5824,167,7.22,1,8,22,0.52,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
40,0,1,2,144764,4660,813,1,33981,11552,1,21317,184,11.54,1,6,24,0.7,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
64,0,2,2,67223,2630,560,1,40363,16314,0,25436,213,9.17,0,2,5,0.05,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
38,0,1,1,58919,3965,742,0,44153,25945,0,20000,121,10.61,1,6,17,0.84,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
21,0,0,0,35872,3665,352,1,13218,14821,0,12919,129,6.31,1,1,23,0.55,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
69,1,2,0,26384,511,591,1,5971,2244,0,6786,116,7.12,1,7,22,0.08,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
41,1,0,2,33758,4525,400,2,30000,20085,0,13230,100,11.12,1,9,6,0.82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
30,3,0,2,20480,2166,455,0,2975,5241,0,6449,143,3.9,1,2,11,0.35,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
22,0,0,2,43929,2964,576,0,25803,2497,0,11356,25,11.7,1,4,21,0.22,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
32,1,0,2,140125,759,718,0,21679,8407,0,36600,82,9.67,1,7,15,0.02,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
25,2,0,2,87754,3690,703,1,25102,27183,0,20524,13,8.84,0,1,24,0.45,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1
37,3,0,2,63168,862,705,1,32040,4576,0,20000,40,8.46,1,4,26,0.83,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
54,2,1,0,51017,4190,545,2,36578,16940,1,15341,173,8.95,1,3,20,0.13,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
32,1,1,2,120676,3071,723,1,23003,4270,0,30953,166,6.01,0,6,9,0.92,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1
56,2,1,1,39426,1107,583,2,41266,29145,0,15412,189,4.04,0,7,10,0.32,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
43,2,0,1,66346,4665,729,1,20657,9496,0,20000,57,9.31,1,7,10,0.79,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
34,3,0,2,121463,2538,778,2,19783,27351,0,35659,60,12.47,1,0,18,0.1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1
34,3,1,0,55791,3053,787,0,43396,25394,1,20000,173,10.26,1,7,19,0.59,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
31,3,1,2,133205,1239,751,0,159,7623,1,21766,210,8.47,1,8,14,0.9,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
43,3,2,2,120131,941,842,1,47715,7543,0,35713,90,5.83,1,9,10,0.56,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
46,2,1,2,134426,3776,718,1,16126,27303,0,39245,141,5.66,0,4,16,0.21,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0
38,1,1,1,146614,2368,775,2,49998,18466,0,33451,231,10.19,0,9,22,0.67,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
49,1,0,1,124403,1755,774,2,12689,15525,0,28740,232,10.33,1,5,22,0.89,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
32,2,1,2,72465,2232,725,0,33284,24773,0,20315,143,11.92,0,9,16,0.43,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1
28,1,0,2,123723,2384,831,0,19685,10400,0,35857,174,8.2,1,8,17,0.36,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
64,0,0,1,32596,1076,491,2,35695,10103,0,9574,188,5.6,1,6,26,0.03,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
29,3,1,2,54532,3784,828,2,22023,3115,0,20000,233,6.03,0,3,26,0.46,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
28,0,0,2,129277,1897,708,0,5389,7846,1,31810,153,8.99,0,0,9,0.49,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
36,2,0,1,126492,4494,717,2,13596,27176,0,35073,187,10.53,0,3,16,0.12,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
30,1,2,0,67067,1525,811,0,12358,28717,0,20004,29,14.64,1,2,11,0.48,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
32,0,1,0,60907,2451,713,1,46406,21598,0,20000,71,10.92,1,6,13,0.24,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
30,3,0,1,122551,1397,802,0,18270,19376,1,34018,93,11.83,0,7,29,0.31,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1
29,1,1,2,139136,3597,760,2,45248,26485,0,35076,24,4.41,1,8,10,0.71,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
33,0,0,1,111094,2624,789,2,2581,9057,0,30818,116,5.54,1,2,12,0.19,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
47,1,0,2,51245,2841,709,1,12422,22914,0,20000,230,13.36,1,0,27,0.42,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0
36,0,1,1,56431,3268,305,2,2937,22038,0,18903,24,14.14,1,4,22,0.85,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
59,1,0,2,62480,2012,469,2,27761,26078,1,9674,60,10.73,0,0,8,0.35,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
35,1,1,2,55244,2172,705,0,1952,5458,0,20000,100,7.3,1,9,16,0.87,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
42,0,1,2,133432,1548,789,0,43671,4278,0,38852,166,8.94,0,7,6,0.82,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
45,0,2,2,61653,1089,823,0,31060,11867,0,20000,103,3.85,0,2,26,0.92,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
29,2,0,1,62261,4549,834,1,7122,12933,0,20000,66,5.92,1,8,8,0.99,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1
60,1,2,1,56155,4883,354,2,3414,5001,1,9491,161,8.62,0,4,5,0.97,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1
46,0,2,1,95707,4655,784,0,47107,18694,0,27274,32,5.29,0,1,5,0.21,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
41,2,1,1,84633,1871,828,0,34033,23242,0,23547,151,6.81,1,3,22,0.35,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1
45,1,2,2,72278,2153,817,2,10227,24675,0,21650,236,12.36,0,5,10,0.57,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
28,0,2,2,58582,3143,443,1,22263,16699,0,11770,121,4.55,0,1,24,0.4,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
40,0,0,2,97045,1215,748,0,17896,19546,0,23818,165,11.56,1,1,12,0.9,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
33,2,2,1,108684,1609,710,0,40160,29205,0,22852,235,6.02,1,8,15,0.08,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1
43,2,0,2,119625,1491,766,0,620,28542,0,30314,30,14.3,0,7,23,0.68,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
47,1,0,2,78318,4113,701,2,37760,25848,1,22192,129,11.98,0,9,24,0.98,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
31,1,1,2,138422,1880,792,0,47501,11348,0,27738,154,7.61,0,5,11,0.8,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
47,2,0,2,145393,3612,799,0,45869,3345,1,31900,195,7.09,1,1,25,0.79,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
44,3,1,2,88050,1300,731,1,34385,29141,0,24833,196,13.49,0,9,29,0.84,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
27,0,1,2,119904,3849,829,0,29978,11827,0,31084,126,13.04,1,2,16,0.55,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
41,2,2,2,145420,2525,767,2,28807,17503,0,22875,160,6.59,1,3,12,0.66,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1
30,3,1,2,67244,898,794,2,7104,25152,0,20118,196,14.43,1,4,26,0.33,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
44,1,2,1,57462,1549,834,0,25667,6543,0,20000,116,11.64,0,6,28,0.46,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0
39,0,0,1,103924,4262,739,2,46086,2282,0,30122,205,9.4,0,9,22,0.58,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
63,3,0,2,31240,2816,570,1,34069,26266,0,7871,47,4.17,0,1,27,0.02,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
48,3,0,2,122460,1007,818,1,447,17117,1,26497,14,5.77,0,3,16,0.33,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1
